AnimalID,MomID,DadID,BGroup,DoB,Sex,Matril,Pedigree,SiblingNo,UniCode
9T,4,,F,3/22/1968,f,Q1021,2,7,G-356
i69004,4,,F,4/1/1969,f,Q1021,2,8,I-478
309,4,,F,2/15/1970,m,Q1021,2,9,B-322
410,4,,F,2/22/1971,m,Q1021,2,10,F-683
i72004,4,,F,2/28/1972,f,Q1021,2,11,I-609
DC,3,,U,4/6/1958,f,Q1020,2,1,G-774
i60003,3,,C,2/22/1960,m,Q1020,2,2,I-234
FA,3,,C,3/29/1961,m,Q1020,2,3,G-985
K5,3,,C,4/7/1962,f,Q1020,2,4,J-932
YZ,3,,C,3/11/1963,m,Q1020,2,5,K-857
FV,3,,C,3/11/1964,f,Q1020,2,6,H-006
B8,3,,C,3/14/1965,m,Q1020,2,7,G-543
S1,3,,C,3/2/1966,m,Q1020,2,8,K-411
2N,3,,C,3/8/1967,m,Q1020,2,9,F-548
i68003,3,,C,3/25/1968,m,Q1020,2,10,I-407
DZ,RB,,U,1/1/1958,f,Q1019,2,1,G-788
i59RB,RB,,U,3/20/1959,m,Q1019,2,2,I-231
HW,RB,,A,3/10/1960,f,Q1019,2,3,H-221
JR,RB,,A,3/10/1961,f,Q1019,2,4,J-886
OP,RB,,A,3/20/1962,f,Q1019,2,5,K-308
XV,RB,,A,3/5/1963,f,Q1019,2,6,K-817
FL,RB,,A,2/18/1964,m,Q1019,2,7,G-996
A5,RB,,A,2/26/1965,f,Q1019,2,8,G-414
i66RB,RB,,A,3/25/1966,f,Q1019,2,9,I-375
KW,PF,,U,1/1/1958,f,Q1018,2,1,J-989
i59PF,PF,,U,1/1/1959,m,Q1018,2,2,I-230
JN,KZ,,A,2/11/1961,m,Q1017,2,1,J-882
OQ,KZ,,A,4/13/1962,f,Q1017,2,2,K-309
YJ,KZ,,A,4/27/1963,f,Q1017,2,3,K-841
WY,KZ,,A,5/14/1964,f,Q1017,2,4,K-725
K6,KZ,,A,4/2/1965,f,Q1017,2,5,J-941
V1,KZ,,A,3/11/1966,f,Q1017,2,6,K-625
2S,KZ,,A,4/1/1967,f,Q1017,2,7,F-552
8P,KZ,,A,3/11/1968,f,Q1017,2,8,G-245
230,KZ,,A,3/4/1969,m,Q1017,2,9,F-458
389,KZ,,A,2/20/1970,m,Q1017,2,10,F-639
i71KZ,KZ,,A,2/27/1971,m,Q1017,2,11,I-583
BA,EW,,U,1/1/1957,m,Q1015,2,1,G-563
BX,EW,,U,1/1/1958,f,Q1015,2,2,G-579
IC,EW,,U,2/10/1959,m,Q1015,2,3,J-764
IE,EW,,C,2/25/1960,f,Q1015,2,4,J-766
NJ,EW,,C,3/5/1961,m,Q1015,2,5,K-218
UO,EW,,A,3/5/1962,f,Q1015,2,6,K-604
i63EW,EW,,C,2/24/1963,m,Q1015,2,7,I-296
FW,EW,,C,2/6/1964,m,Q1015,2,8,H-007
B3,EW,,C,3/2/1965,m,Q1015,2,9,G-497
i66EW,EW,,C,2/15/1966,f,Q1015,2,10,I-352
3X,EW,,C,1/24/1967,f,Q1015,2,11,F-671
i68EW,EW,,C,4/3/1968,m,Q1015,2,12,I-425
LH,EU,,A,3/4/1961,f,Q1014,2,1,K-069
UV,EU,,A,4/10/1962,f,Q1014,2,2,K-611
i63EU,EU,,A,5/2/1963,m,Q1014,2,3,I-295
FR,EU,,A,3/17/1964,f,Q1014,2,4,H-002
ED,EA,,U,1/1/1957,f,Q1013,2,1,G-881
AR,EA,,U,1/1/1958,m,Q1013,2,2,G-466
i60EA,EA,,E,3/6/1960,f,Q1013,2,3,I-246
LU,EA,,E,2/17/1961,f,Q1013,2,4,K-082
TC,EA,,E,4/1/1962,m,Q1013,2,5,K-556
XO,EA,,E,3/1/1963,m,Q1013,2,6,K-810
i64EA,EA,,E,2/20/1964,m,Q1013,2,7,I-304
I8,EA,,E,6/7/1965,f,Q1013,2,8,I-756
R8,EA,,E,4/5/1966,f,Q1013,2,9,K-365
5N,EA,,E,3/3/1967,f,Q1013,2,10,F-898
CG,DM,,U,1/1/1957,f,Q1012,2,1,G-676
CP,DM,,U,1/1/1958,f,Q1012,2,2,G-680
IB,DM,,G,3/1/1960,m,Q1012,2,3,J-763
BW,DG,,U,1/1/1958,f,Q1011,2,1,G-578
DH,DG,,U,5/15/1959,m,Q1011,2,2,G-777
E,DG,,C,5/30/1960,f,Q1011,2,3,G-789
DJ,CJ,,U,6/15/1959,f,Q1008,2,1,G-778
132,CD,,U,1/1/1957,m,Q1007,2,1,F-396
HD,CD,,U,1/1/1958,f,Q1007,2,2,H-205
i60CD,CD,,C,2/18/1960,u,Q1007,2,3,I-245
JK,CD,,C,1/25/1961,f,Q1007,2,4,J-879
TY,CD,,C,4/17/1962,f,Q1007,2,5,K-578
MK,CD,,C,3/23/1963,f,Q1007,2,6,K-104
GB,CD,,C,2/21/1964,f,Q1007,2,7,H-100
H3,CD,,C,3/14/1965,f,Q1007,2,8,H-152
AL,BU,,U,1/1/1957,m,Q1006,2,1,G-462
CK,BU,,U,1/1/1958,m,Q1006,2,2,G-678
IH,BU,,C,6/2/1960,m,Q1006,2,3,J-768
UA,BU,,C,5/9/1962,f,Q1006,2,4,K-590
i65BU,BU,,C,3/10/1965,m,Q1006,2,5,I-321
W6,BU,,C,4/13/1966,f,Q1006,2,6,K-698
AX,AW,,U,2/15/1959,m,Q1004,2,1,G-471
i60AW,AW,,C,3/9/1960,m,Q1004,2,2,I-244
LO,AW,,C,3/7/1961,f,Q1004,2,3,K-076
UB,AW,,C,3/31/1962,f,Q1004,2,4,K-591
ME,AW,,C,3/17/1963,m,Q1004,2,5,K-100
GN,AW,,C,3/2/1964,m,Q1004,2,6,H-111
OU,AW,,C,3/8/1965,f,Q1004,2,7,K-313
i66AW,AW,,C,3/10/1966,m,Q1004,2,8,I-343
4Y,AW,,C,1/27/1967,f,Q1004,2,9,F-788
i68AW,AW,,C,2/26/1968,f,Q1004,2,10,I-417
CH,AE,,U,1/1/1958,f,Q1002,2,1,G-677
DE,AE,,U,4/1/1959,m,Q1002,2,2,G-776
IJ,AE,,C,4/18/1960,f,Q1002,2,3,J-775
LK,AE,,C,4/8/1961,m,Q1002,2,4,K-072
GQ,AE,,C,3/17/1964,m,Q1002,2,5,H-114
L2,AE,,C,4/30/1965,m,Q1002,2,6,K-008
i68AE,AE,,C,3/24/1968,m,Q1002,2,7,I-413
IX,AD,,I,3/31/1961,m,Q1001,2,1,J-788
DL,AC,,U,1/1/1958,f,Q1000,2,1,G-780
EC,AC,,U,4/21/1959,m,Q1000,2,2,G-880
i60AC,AC,,F,3/31/1960,m,Q1000,2,3,I-243
IU,AC,,F,3/21/1961,m,Q1000,2,4,J-785
GW,AC,,F,4/18/1963,m,Q1000,2,5,H-120
ZY,AC,,F,4/10/1964,m,Q1000,2,6,K-947
G8,AC,,F,3/29/1965,f,Q1000,2,7,H-082
P7,AC,,F,3/17/1966,m,Q1000,2,8,K-326
1B,AC,,F,3/18/1967,m,Q1000,2,9,F-403
7N,AC,,F,3/31/1968,f,Q1000,2,10,G-129
359,AC,,F,3/17/1969,f,Q1000,2,11,F-608
292,AC,,F,2/24/1970,m,Q1000,2,12,F-527
456,AC,,F,4/14/1971,f,Q1000,2,13,F-728
506,AC,,F,4/28/1972,m,Q1000,2,14,F-796
541,AC,,F,4/12/1973,m,Q1000,2,15,C-308
i74AC,AC,,F,5/15/1974,m,Q1000,2,16,I-669
DX,R003,,U,1/1/1958,m,Q1071,3,1,G-787
DT,R003,,U,3/12/1959,f,Q1071,3,2,G-784
IN,BV,,A,2/24/1960,f,Q1049,3,1,J-779
R,R013,,A,2/27/1960,f,Q1065,3,1,K-329
HU,EK,,F,3/17/1960,m,Q1053,3,1,H-219
A,R002,,C,3/18/1960,f,Q1093,3,1,G-362
HO,R003,,A,3/23/1960,m,Q1071,3,3,H-214
UQ,R011,,G,5/4/1960,f,Q1060,3,1,K-606
HT,R004,,G,5/23/1960,f,Q1039,3,1,H-218
LI,R013,,A,2/13/1961,f,Q1065,3,2,K-070
JB,BN,,A,2/17/1961,m,Q1068,3,1,J-871
HY,S016,,A,2/21/1961,f,Q1025,3,1,H-223
JC,R003,,A,2/27/1961,m,Q1071,3,4,J-872
LQ,S017,,H,3/5/1961,f,Q1061,3,1,K-078
JV,R010,,A,3/8/1961,m,Q1059,3,1,J-890
JG,EK,,F,3/8/1961,m,Q1053,3,2,J-875
IT,S012,,E,3/14/1961,m,Q1089,3,1,J-784
IW,AA,,I,3/17/1961,f,Q1066,3,1,J-787
i61S013,S013,,E,3/24/1961,m,Q1090,3,1,I-258
LT,CG,,I,3/25/1961,m,Q1012,3,1,K-081
LA,S009,,A,3/30/1961,f,Q1067,3,1,K-062
JW,BV,,A,3/31/1961,m,Q1049,3,2,J-891
i61AU,AU,,C,5/8/1961,m,Q1034,3,1,I-257
NE,ED,,E,5/10/1961,m,Q1013,3,1,K-213
NX,R004,,H,2/13/1962,f,Q1039,3,2,K-231
YK,R013,,A,3/3/1962,f,Q1065,3,3,K-842
i62BL,BL,,A,3/3/1962,m,Q1027,3,1,I-270
TH,R011,,C,3/4/1962,f,Q1060,3,2,K-561
i62BX,BX,,C,3/8/1962,f,Q1015,3,1,I-272
TL,DC,,C,3/20/1962,f,Q1020,3,1,K-565
i62AM,AM,,H,3/22/1962,f,Q1058,3,1,I-269
i62R003,R003,,A,3/24/1962,f,Q1071,3,5,I-273
i62AJ,AJ,,E,4/1/1962,f,Q1074,3,1,I-268
i62R010,R010,,A,4/4/1962,m,Q1059,3,2,I-274
UI,AY,,A,4/4/1962,f,Q1049,3,1,K-598
TV,DZ,,A,4/4/1962,f,Q1019,3,1,K-575
UJ,BN,,A,4/7/1962,m,Q1068,3,2,K-599
TK,DL,,F,4/12/1962,m,Q1000,3,1,K-564
US,KW,,C,4/14/1962,f,Q1018,3,1,K-608
UW,BP,,A,4/16/1962,f,Q1068,3,1,K-612
ZA,EQ,,A,4/16/1962,f,Q1091,3,1,K-923
NV,S017,,H,4/18/1962,m,Q1061,3,2,K-229
TF,CH,,C,4/18/1962,m,Q1002,3,1,K-559
TG,EK,,F,4/19/1962,m,Q1053,3,3,K-560
TB,S012,,E,4/20/1962,m,Q1089,3,2,K-555
i62S013,S013,,E,4/21/1962,f,Q1090,3,2,I-275
i62BV,BV,,A,4/25/1962,m,Q1049,3,3,I-271
TO,CP,,I,4/27/1962,f,Q1012,3,1,K-568
TS,AU,,C,4/27/1962,m,Q1034,3,2,K-572
i62AA,AA,,I,5/5/1962,m,Q1066,3,2,I-267
YY,HD,,C,5/15/1962,f,Q1007,3,1,K-856
UU,AH,,H,6/7/1962,m,Q1041,3,1,K-610
NQ,R002,,H,7/27/1962,m,Q1093,3,2,K-224
XQ,S009,,A,1/24/1963,f,Q1067,3,2,K-812
XI,AS,,A,2/2/1963,m,Q1065,3,1,K-804
i63AJ,AJ,,E,2/4/1963,f,Q1074,3,2,I-288
i63DT,DT,,A,2/5/1963,u,Q1071,4,1,I-293
GC,R013,,A,2/7/1963,f,Q1065,3,4,H-101
XT,HJ,,A,2/8/1963,m,Q1038,3,1,K-815
XU,KA,,A,2/10/1963,f,Q1078,3,1,K-816
i63R003,R003,,A,2/10/1963,m,Q1071,3,6,I-297
OE,ED,,E,2/15/1963,f,Q1013,3,2,K-299
YQ,KS,,C,2/15/1963,m,Q1042,3,1,K-848
XK,BY,,A,2/17/1963,f,Q1077,3,1,K-806
YE,R004,,H,2/17/1963,f,Q1039,3,3,K-836
i63DR,DR,,A,2/21/1963,m,Q1022,3,1,I-292
XL,HP,,A,2/25/1963,m,Q1033,3,1,K-807
YB,EK,,F,3/7/1963,f,Q1053,3,4,K-833
i63BP,BP,,A,3/8/1963,m,Q1068,3,2,I-290
YL,KD,,F,3/8/1963,f,Q1056,3,1,K-843
XZ,BB,,C,3/9/1963,m,Q1052,3,1,K-821
YP,BX,,C,3/11/1963,f,Q1015,3,2,K-847
i63DZ,DZ,,A,3/13/1963,m,Q1019,3,2,I-294
i63BN,BN,,A,3/13/1963,f,Q1068,3,3,I-289
YT,S013,,E,3/13/1963,m,Q1090,3,3,K-851
OG,BL,,A,3/14/1963,f,Q1027,3,2,K-301
i63CM,CM,,H,3/15/1963,m,Q1041,3,1,I-291
YM,S012,,E,3/15/1963,f,Q1089,3,3,K-844
MD,R011,,I,3/16/1963,f,Q1060,3,3,K-099
UC,AM,,H,3/17/1963,f,Q1058,3,2,K-593
MF,CS,,I,3/18/1963,m,Q1083,3,1,K-101
XF,S017,,H,3/19/1963,m,Q1061,3,3,K-801
MH,AU,,C,3/20/1963,f,Q1034,3,3,K-102
MJ,EL,,C,3/22/1963,f,Q1080,3,1,K-103
ML,HR,,C,3/24/1963,f,Q1023,3,1,K-105
MM,HD,,C,3/25/1963,m,Q1007,3,2,K-106
MO,AY,,A,3/26/1963,m,Q1049,3,2,K-108
MP,EQ,,A,4/8/1963,f,Q1091,3,2,K-109
MT,CH,,C,4/15/1963,f,Q1002,3,2,K-113
ON,R010,,A,4/16/1963,m,Q1059,3,3,K-307
YI,AA,,I,5/2/1963,f,Q1066,3,3,K-840
WO,DL,,F,5/10/1963,f,Q1000,3,2,K-716
i64R011,R011,,C,1/15/1964,m,Q1060,3,4,I-307
ZT,DC,,C,1/27/1964,f,Q1020,3,2,K-942
FK,R004,,H,1/31/1964,m,Q1039,3,4,G-995
FE,AH,,H,2/1/1964,f,Q1041,3,2,G-989
ZK,IE,,C,2/1/1964,m,Q1015,3,1,K-933
GD,R,,A,2/3/1964,m,Q1065,4,1,H-102
WI,R013,,A,2/5/1964,f,Q1065,3,5,K-710
ZW,CP,,I,2/5/1964,m,Q1012,3,2,K-945
WS,AM,,H,2/6/1964,m,Q1058,3,3,K-720
FT,DT,,A,2/6/1964,m,Q1071,4,2,H-004
ZU,AU,,C,2/7/1964,f,Q1034,3,4,K-943
WG,BV,,A,2/7/1964,f,Q1049,3,4,K-708
GK,BN,,A,2/8/1964,f,Q1068,3,4,H-109
GG,HD,,C,2/8/1964,f,Q1007,3,3,H-105
WR,HB,,A,2/10/1964,f,Q1078,3,1,K-719
C7,R003,,A,2/12/1964,f,Q1071,3,7,G-647
WL,EL,,C,2/18/1964,m,Q1080,3,2,K-713
i64HR,HR,,C,2/18/1964,m,Q1023,3,2,I-305
i64S013,S013,,E,2/19/1964,m,Q1090,3,4,I-308
FD,EK,,F,2/20/1964,m,Q1053,3,5,G-988
FG,AS,,C,2/21/1964,m,Q1065,3,2,G-991
WZ,NI,,C,2/21/1964,f,Q1080,3,1,K-726
ZL,BX,,C,2/21/1964,f,Q1015,3,3,K-934
OL,DJ,,C,2/25/1964,m,Q1008,3,1,K-306
ZD,KH,,A,2/25/1964,m,Q1057,3,1,K-926
FY,LN,,C,2/27/1964,f,Q1054,3,1,H-009
ZP,IV,,A,2/28/1964,m,Q1025,3,1,K-938
ZC,BL,,A,3/2/1964,m,Q1027,3,3,K-925
GO,Z,,A,3/2/1964,m,Q1024,3,1,H-112
ZM,KD,,F,3/3/1964,f,Q1056,3,2,K-935
FX,W,,F,3/3/1964,m,Q1029,3,1,H-008
FN,HT,,H,3/3/1964,f,Q1039,4,1,G-998
OH,KS,,C,3/4/1964,m,Q1042,3,2,K-302
ZF,S017,,H,3/4/1964,f,Q1061,3,4,K-928
ZI,S012,,E,3/6/1964,m,Q1089,3,4,K-931
ZE,ED,,E,3/6/1964,m,Q1013,3,3,K-927
GR,IJ,,C,3/7/1964,f,Q1002,3,1,H-115
FC,K,,F,3/9/1964,f,Q1053,3,1,G-987
GS,R010,,A,3/11/1964,f,Q1059,3,4,H-116
WJ,L,,C,3/11/1964,m,Q1076,3,1,K-711
ZR,S009,,A,3/17/1964,m,Q1067,3,3,K-940
ZJ,IS,,E,3/20/1964,m,Q1030,3,1,K-932
GJ,DR,,A,3/20/1964,m,Q1022,3,2,H-108
WB,NK,,C,3/21/1964,m,Q1084,3,1,K-703
WA,HL,,H,3/26/1964,m,Q1058,3,1,K-702
i64A,A,,H,3/28/1964,m,Q1093,4,1,I-302
ZQ,BY,,A,3/29/1964,f,Q1077,3,2,K-939
GA,DZ,,A,4/1/1964,m,Q1019,3,3,H-099
WM,CM,,H,4/4/1964,f,Q1041,3,2,K-714
FF,HS,,A,4/7/1964,f,Q1057,3,1,G-990
FH,CS,,I,4/24/1964,f,Q1083,3,2,G-992
FP,DL,,F,4/26/1964,m,Q1000,3,3,H-000
i64BB,BB,,C,4/29/1964,m,Q1052,3,2,I-303
OC,HP,,A,5/1/1964,f,Q1033,3,2,K-298
GP,LI,,A,5/4/1964,f,Q1065,4,1,H-113
WE,AA,,I,5/18/1964,f,Q1066,3,4,K-706
D9,CH,,C,5/18/1964,f,Q1002,3,3,G-766
i65KA,KA,,A,1/6/1965,f,Q1078,3,2,I-327
C4,BP,,A,1/26/1965,f,Q1068,3,3,G-620
A1,HJ,,A,2/4/1965,m,Q1038,3,2,G-373
i65AJ,AJ,,E,2/6/1965,m,Q1074,3,3,I-318
OT,JJ,,F,2/9/1965,f,Q1053,3,1,K-312
J7,IN,,A,2/15/1965,m,Q1049,4,1,J-849
G2,R,,A,2/19/1965,f,Q1065,4,2,H-026
i65HB,HB,,A,2/21/1965,m,Q1078,3,2,I-325
L3,KW,,C,2/23/1965,f,Q1018,3,2,K-013
A7,IR,,E,2/24/1965,f,Q1092,3,1,G-434
B5,HD,,C,2/24/1965,m,Q1007,3,4,G-519
I2,IE,,C,2/24/1965,m,Q1015,3,2,I-196
H4,UQ,,C,2/25/1965,f,Q1060,4,1,H-157
D7,EK,,F,2/26/1965,m,Q1053,3,6,G-750
F6,LM,,C,2/27/1965,f,Q1096,3,1,G-945
E7,AS,,A,3/1/1965,f,Q1065,3,3,G-855
OR,Z,,A,3/1/1965,f,Q1024,3,2,K-310
E6,JK,,C,3/3/1965,m,Q1007,3,1,G-849
B7,DC,,C,3/3/1965,f,Q1020,3,3,G-535
C1,S017,,H,3/4/1965,f,Q1061,3,5,G-593
D2,R002,,H,3/5/1965,m,Q1093,3,3,G-703
H9,AM,,H,3/5/1965,f,Q1058,3,4,H-195
R9,S013,,E,3/6/1965,f,Q1090,3,5,K-375
C3,R010,,A,3/6/1965,m,Q1059,3,5,G-611
N9,IV,,A,3/7/1965,f,Q1025,3,2,K-198
F4,JP,,J,3/8/1965,m,Q1033,3,1,G-929
i65LB,LB,,A,3/8/1965,f,Q1078,3,1,I-329
i65BN,BN,,A,3/8/1965,f,Q1068,3,5,I-320
G4,DZ,,A,3/9/1965,f,Q1019,3,4,H-041
F9,ED,,E,3/10/1965,f,Q1013,3,4,G-974
G5,S,,A,3/10/1965,m,Q1046,3,1,H-051
F2,LV,,A,3/10/1965,m,Q1051,3,1,G-914
OZ,JM,,A,3/10/1965,m,Q1077,3,1,K-318
i65AU,AU,,C,3/11/1965,m,Q1034,3,5,I-319
OY,BY,,A,3/12/1965,m,Q1077,3,3,K-317
E9,S012,,E,3/12/1965,m,Q1089,3,5,G-874
F8,S009,,J,3/13/1965,m,Q1067,3,4,G-963
i65KS,KS,,C,3/14/1965,m,Q1042,3,3,I-328
R1,IJ,,C,3/14/1965,f,Q1002,3,2,K-344
J8,AH,,H,3/15/1965,m,Q1041,3,3,J-857
i65R003,R003,,A,3/15/1965,m,Q1071,3,8,I-331
G3,LH,,A,3/17/1965,f,Q1014,3,1,H-032
J5,NI,,C,3/18/1965,f,Q1080,3,2,J-831
i65DJ,DJ,,A,3/19/1965,f,Q1008,3,2,I-324
G6,HP,,A,3/19/1965,m,Q1033,3,3,H-062
i65CP,CP,,I,3/19/1965,m,Q1012,3,3,I-322
C2,R004,,H,3/19/1965,m,Q1039,3,5,G-602
D8,LW,,E,3/21/1965,f,Q1090,3,1,G-757
B1,JE,,A,3/22/1965,f,Q1024,3,1,G-479
H7,LU,,E,3/22/1965,f,Q1013,3,1,H-181
i65X,X,,A,3/24/1965,f,Q1062,3,1,I-332
A8,W,,F,3/26/1965,f,Q1029,3,2,G-443
H2,LN,,C,3/26/1965,m,Q1054,3,2,H-144
J2,JI,,F,3/27/1965,f,Q1029,3,1,J-806
K9,LA,,J,3/27/1965,f,Q1067,4,1,J-961
E1,JR,,A,3/29/1965,m,Q1019,3,1,G-797
E4,KH,,A,3/31/1965,f,Q1057,3,2,G-829
H6,JO,,A,4/1/1965,f,Q1027,3,1,H-173
OX,IW,,I,4/9/1965,m,Q1066,4,1,K-316
A4,CS,,I,4/9/1965,f,Q1083,3,3,G-405
I4,BX,,C,4/14/1965,f,Q1015,3,4,I-210
C8,HL,,H,4/14/1965,m,Q1058,3,2,G-656
G7,DL,,F,4/16/1965,m,Q1000,3,4,H-071
A3,EL,,C,4/19/1965,m,Q1080,3,3,G-395
D1,CM,,H,4/22/1965,m,Q1041,3,3,G-695
J6,AA,,I,4/24/1965,m,Q1066,3,5,J-841
K1,KD,,F,4/27/1965,f,Q1056,3,3,J-900
B9,LS,,H,4/27/1965,f,Q1058,3,1,G-552
I3,IS,,E,5/7/1965,f,Q1030,3,2,I-202
I1,DT,,A,5/24/1965,m,Q1071,4,3,H-829
E2,LI,,A,5/27/1965,m,Q1065,4,2,G-807
D6,JH,,F,6/14/1965,m,Q1056,3,1,G-742
M9,BP,,A,1/25/1966,m,Q1068,3,4,F-116
S5,NK,,C,1/26/1966,f,Q1084,3,2,K-442
i66L,L,,C,1/27/1966,m,Q1076,3,2,I-362
U9,HR,,C,2/1/1966,m,Q1023,3,3,K-589
U7,HT,,H,2/2/1966,m,Q1039,4,2,K-587
U6,DR,,A,2/3/1966,f,Q1022,3,3,K-586
i66AY,AY,,A,2/3/1966,f,Q1049,3,3,I-344
i66K,K,,F,2/8/1966,f,Q1053,3,2,I-359
U8,CH,,C,2/8/1966,m,Q1002,3,4,K-588
P8,EK,,F,2/10/1966,f,Q1053,3,7,K-327
N6,BY,,A,2/11/1966,m,Q1077,3,4,K-169
X2,UG,,A,2/11/1966,m,Q1086,3,1,K-746
M8,AJ,,E,2/11/1966,f,Q1074,3,4,K-095
N1,HD,,C,2/11/1966,m,Q1007,3,5,K-124
i66R,R,,A,2/13/1966,m,Q1065,4,3,I-371
i66JJ,JJ,,F,2/14/1966,f,Q1053,3,2,I-358
i66NC,NC,,C,2/14/1966,m,Q1034,3,1,I-365
5L,UI,,A,2/18/1966,f,Q1049,4,1,F-897
V7,TV,,A,2/18/1966,f,Q1019,4,1,K-673
i66X,X,,A,2/18/1966,m,Q1062,3,2,I-384
i66AM,AM,,H,2/18/1966,f,Q1058,3,5,I-341
i66IE,IE,,C,2/18/1966,m,Q1015,3,3,I-355
P1,DZ,,A,2/19/1966,f,Q1019,3,5,K-320
i66KS,KS,,C,2/19/1966,f,Q1042,3,4,I-361
L6,UV,,A,2/21/1966,m,Q1014,3,1,K-033
X7,HP,,A,2/21/1966,m,Q1033,3,4,K-780
U3,R010,,A,2/23/1966,f,Q1059,3,6,K-583
N8,IV,,A,2/24/1966,m,Q1025,3,3,K-188
N4,S017,,H,2/24/1966,m,Q1061,3,6,K-150
S2,DJ,,C,2/25/1966,f,Q1008,3,3,K-415
K7,TN,,J,2/25/1966,m,Q1067,3,1,J-951
V9,TW,,A,2/25/1966,m,Q1035,3,1,K-685
L5,UH,,A,2/25/1966,f,Q1059,3,1,K-022
i66R002,R002,,H,2/25/1966,m,Q1093,3,4,I-372
T5,DC,,C,2/26/1966,m,Q1020,3,4,K-521
V6,JK,,C,2/26/1966,m,Q1007,3,2,K-664
U1,IJ,,C,2/28/1966,f,Q1002,3,3,K-581
T1,BN,,A,2/28/1966,m,Q1068,3,6,K-484
i66UR,UR,,E,2/28/1966,f,Q1074,3,1,I-383
W9,K5,,C,3/2/1966,f,Q1020,3,1,K-701
i66AU,AU,,C,3/3/1966,f,Q1034,3,6,I-342
6B,ED,,E,3/4/1966,m,Q1013,3,5,G-003
P3,NU,,I,3/4/1966,f,Q1083,3,1,K-322
i66TI,TI,,E,3/4/1966,f,Q1090,3,1,I-380
i66S013,S013,,E,3/5/1966,m,Q1090,3,6,I-379
R4,UQ,,C,3/7/1966,m,Q1060,4,2,K-347
N3,W,,F,3/8/1966,m,Q1029,3,3,K-140
i66S012,S012,,E,3/9/1966,m,Q1089,3,6,I-378
R2,KW,,C,3/10/1966,f,Q1018,3,3,K-345
4V,AH,,H,3/12/1966,m,Q1041,3,4,F-786
i66S,S,,A,3/14/1966,f,Q1046,3,2,I-376
P9,CS,,I,3/15/1966,m,Q1083,3,4,K-328
i66LN,LN,,C,3/15/1966,m,Q1054,3,3,I-363
i66YY,YY,,C,3/15/1966,f,Q1007,4,1,I-385
R3,US,,C,3/15/1966,f,Q1018,4,1,K-346
V8,UW,,A,3/18/1966,m,Q1068,4,1,K-679
i66HL,HL,,H,3/18/1966,f,Q1058,3,3,I-354
i66TY,TY,,C,3/19/1966,m,Q1007,3,1,I-382
i66R004,R004,,H,3/19/1966,f,Q1039,3,6,I-373
i66NI,NI,,C,3/21/1966,f,Q1080,3,3,I-368
T7,LU,,E,3/22/1966,m,Q1013,3,2,K-536
i66BX,BX,,C,3/24/1966,m,Q1015,3,5,I-346
V5,LL,,C,3/24/1966,f,Q1076,3,1,K-658
W7,TX,,C,3/25/1966,m,Q1054,3,1,K-699
X4,LW,,E,3/25/1966,m,Q1090,3,2,K-761
L1,JP,,J,3/25/1966,m,Q1033,3,2,J-999
S3,TU,,A,3/31/1966,m,Q1051,3,1,K-425
R7,TO,,I,3/31/1966,f,Q1012,4,1,K-360
N2,KD,,F,4/1/1966,f,Q1056,3,4,K-130
M6,AS,,A,4/1/1966,m,Q1065,3,4,K-093
i66CM,CM,,H,4/3/1966,m,Q1041,3,4,I-347
M7,DL,,F,4/6/1966,f,Q1000,3,5,K-094
i66ZA,ZA,,A,4/7/1966,f,Q1091,4,1,I-386
i66IR,IR,,E,4/7/1966,m,Q1092,3,2,I-357
W3,OP,,A,4/7/1966,m,Q1019,3,1,K-695
X5,LI,,A,4/7/1966,f,Q1065,4,3,K-769
S7,JM,,A,4/11/1966,f,Q1077,3,2,K-457
i66NX,NX,,H,4/13/1966,f,Q1039,4,1,I-369
S8,JE,,A,4/15/1966,m,Q1024,3,2,K-460
S4,UB,,C,4/15/1966,m,Q1004,3,1,K-434
P5,UZ,,A,4/19/1966,f,Q1077,3,1,K-324
U5,DT,,A,4/19/1966,f,Q1071,4,4,K-585
T4,JR,,A,4/21/1966,f,Q1019,3,2,K-510
1J,AA,,I,4/23/1966,m,Q1066,3,6,F-411
W8,UL,,C,4/26/1966,f,Q1032,3,1,K-700
V2,JI,,F,4/27/1966,m,Q1029,3,2,K-634
i66EL,EL,,C,4/29/1966,m,Q1080,3,4,I-351
W1,IS,,E,5/10/1966,m,Q1030,3,3,K-693
i66OQ,OQ,,A,5/13/1966,f,Q1017,3,1,I-370
i67HS,HS,,U,1/1/1967,u,Q1057,3,2,I-392
4D,LV,,A,1/25/1967,f,Q1051,3,2,F-771
i67AU,AU,,C,2/1/1967,f,Q1034,3,7,I-389
1N,KS,,C,2/2/1967,f,Q1042,3,5,F-415
4E,LH,,A,2/4/1967,m,Q1014,3,2,F-772
2V,YD,,C,2/6/1967,f,Q1064,3,1,F-555
Z2,LA,,J,2/6/1967,m,Q1067,4,2,K-868
i67R,R,,A,2/7/1967,f,Q1065,4,4,I-399
3V,LN,,C,2/9/1967,m,Q1054,3,4,F-670
1S,IE,,C,2/9/1967,m,Q1015,3,4,F-419
4G,BP,,A,2/9/1967,m,Q1068,3,5,F-773
3R,IW,,I,2/10/1967,f,Q1066,4,2,F-666
1V,HD,,C,2/10/1967,m,Q1007,3,6,F-422
2Y,HJ,,A,2/10/1967,f,Q1038,3,3,F-558
3G,UR,,E,2/10/1967,m,Q1074,3,2,F-657
