AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"i65029",3/3/1965 0:00:00,"m","C",,"029","Q1032","I-310"
"HA",6/25/1959 0:00:00,"f","U",,"028","Q1031","H-202"
"DK",3/10/1959 0:00:00,"m","U",,"024","Q1030","G-779"
"IS",4/4/1960 0:00:00,"f","E",,"024","Q1030","J-783"
"i61024",3/17/1961 0:00:00,"m","E",,"024","Q1030","I-249"
"NR",4/9/1962 0:00:00,"f","E",,"024","Q1030","K-225"
"YG",3/12/1963 0:00:00,"m","E",,"024","Q1030","K-838"
"ZX",2/25/1964 0:00:00,"f","E",,"024","Q1030","K-946"
"J1",2/24/1965 0:00:00,"f","E",,"024","Q1030","J-798"
"3U",2/6/1967 0:00:00,"m","E",,"024","Q1030","F-669"
"6Y",2/23/1968 0:00:00,"m","A",,"024","Q1030","G-021"
"221",3/5/1969 0:00:00,"m","E",,"024","Q1030","F-448"
"i70024",3/3/1970 0:00:00,"f","E",,"024","Q1030","I-512"
"CY",1/1/1958 0:00:00,"m","U",,"022","Q1029","G-685"
"KE",3/25/1959 0:00:00,"f","U",,"022","Q1029","J-975"
"W",3/18/1960 0:00:00,"f","F",,"022","Q1029","K-692"
"JI",3/8/1961 0:00:00,"f","F",,"022","Q1029","J-877"
"NW",3/29/1962 0:00:00,"m","F",,"022","Q1029","K-230"
"i63022",5/3/1963 0:00:00,"m","F",,"022","Q1029","I-277"
"WV",3/26/1964 0:00:00,"m","F",,"022","Q1029","K-723"
"A9",3/16/1965 0:00:00,"f","F",,"022","Q1029","G-451"
"i66022",2/21/1966 0:00:00,"f","F",,"022","Q1029","I-334"
"1H",1/9/1967 0:00:00,"m","F",,"022","Q1029","F-409"
"7Q",4/1/1968 0:00:00,"f","F",,"022","Q1029","G-131"
"i69022",3/7/1969 0:00:00,"f","F",,"022","Q1029","I-479"
"i70022",1/10/1970 0:00:00,"m","F",,"022","Q1029","I-511"
"i72022",1/19/1972 0:00:00,"f","F",,"022","Q1029","I-610"
"KN",3/3/1959 0:00:00,"m","U",,"021","Q1028","J-981"
"HC",3/21/1960 0:00:00,"m","G",,"021","Q1028","H-204"
"i61021",3/26/1961 0:00:00,"m","I",,"021","Q1028","I-248"
"BL",1/1/1957 0:00:00,"f","U",,"020","Q1027","G-569"
"BK",3/25/1958 0:00:00,"m","U",,"020","Q1027","G-568"
"M",2/1/1960 0:00:00,"m","A",,"020","Q1027","K-088"
"JO",2/13/1961 0:00:00,"f","A",,"020","Q1027","J-883"
"i62020",3/15/1962 0:00:00,"u","A",,"020","Q1027","I-261"
"XX",2/8/1963 0:00:00,"m","A",,"020","Q1027","K-819"
"OB",3/26/1964 0:00:00,"m","A",,"020","Q1027","K-297"
"i65020",3/29/1965 0:00:00,"u","A",,"020","Q1027","I-309"
"M5",1/25/1966 0:00:00,"m","A",,"020","Q1027","F-115"
"2X",2/17/1967 0:00:00,"f","A",,"020","Q1027","F-557"
"216",4/20/1969 0:00:00,"m","A",,"020","Q1027","F-442"
"R001",1/1/1956 0:00:00,"f","U",,"012","Q1025","K-330"
"S016",1/1/1957 0:00:00,"f","U",,"012","Q1025","K-403"
"9",3/20/1958 0:00:00,"m","U",,"012","Q1025","G-255"
"EM",5/7/1959 0:00:00,"m","U",,"012","Q1025","G-888"
"IV",2/27/1960 0:00:00,"f","A",,"012","Q1025","J-786"
"E8",3/11/1965 0:00:00,"f","A",,"012","Q1025","G-866"
"S008",1/1/1957 0:00:00,"m","U",,"011","Q1024","K-394"
"BM",2/22/1958 0:00:00,"m","U",,"011","Q1024","G-570"
"i59011",1/28/1959 0:00:00,"u","U",,"011","Q1024","I-227"
"Z",1/12/1960 0:00:00,"f","A",,"011","Q1024","K-858"
"JE",1/21/1961 0:00:00,"f","A",,"011","Q1024","J-874"
"i62011",3/3/1962 0:00:00,"u","A",,"011","Q1024","I-259"
"i63011",1/7/1963 0:00:00,"f","A",,"011","Q1024","I-276"
"HR",4/10/1959 0:00:00,"f","U",,"010","Q1023","H-216"
"i61010",3/26/1961 0:00:00,"m","C",,"010","Q1023","I-247"
"UM",5/23/1962 0:00:00,"f","C",,"010","Q1023","K-602"
"i64010",2/20/1964 0:00:00,"u","C",,"010","Q1023","I-298"
"DR",4/1/1959 0:00:00,"f","U",,"007","Q1022","G-782"
"NA",1/30/1961 0:00:00,"m","A",,"007","Q1022","K-209"
"UE",4/4/1962 0:00:00,"m","A",,"007","Q1022","K-595"
"YV",2/28/1963 0:00:00,"m","A",,"007","Q1022","K-853"
"OJ",2/20/1964 0:00:00,"m","A",,"007","Q1022","K-304"
"E3",3/5/1965 0:00:00,"f","A",,"007","Q1022","G-818"
"T2",3/18/1966 0:00:00,"m","A",,"007","Q1022","K-492"
"2L",4/4/1967 0:00:00,"m","A",,"007","Q1022","F-546"
"202",3/8/1968 0:00:00,"m","A",,"007","Q1022","F-428"
"275",5/16/1969 0:00:00,"f","A",,"007","Q1022","F-508"
"396",2/28/1970 0:00:00,"f","K",,"007","Q1022","F-647"
"452",3/5/1971 0:00:00,"m","K",,"007","Q1022","F-724"
"i60004",2/23/1960 0:00:00,"u","F",,"004","Q1021","I-235"
"JT",2/3/1961 0:00:00,"m","F",,"004","Q1021","J-888"
"MC",3/15/1963 0:00:00,"m","F",,"004","Q1021","K-098"
"WT",2/3/1964 0:00:00,"f","F",,"004","Q1021","K-721"
"OV",3/11/1965 0:00:00,"m","F",,"004","Q1021","K-314"
"R5",2/26/1966 0:00:00,"m","F",,"004","Q1021","K-350"
"9T",3/22/1968 0:00:00,"f","F",,"004","Q1021","G-356"
"i69004",4/1/1969 0:00:00,"f","F",,"004","Q1021","I-478"
"309",2/15/1970 0:00:00,"m","F",,"004","Q1021","B-322"
"410",2/22/1971 0:00:00,"m","F",,"004","Q1021","F-683"
"i72004",2/28/1972 0:00:00,"f","F",,"004","Q1021","I-609"
"DC",4/6/1958 0:00:00,"f","U",,"003","Q1020","G-774"
"i60003",2/22/1960 0:00:00,"m","C",,"003","Q1020","I-234"
"FA",3/29/1961 0:00:00,"m","C",,"003","Q1020","G-985"
"K5",4/7/1962 0:00:00,"f","C",,"003","Q1020","J-932"
"YZ",3/11/1963 0:00:00,"m","C",,"003","Q1020","K-857"
"FV",3/11/1964 0:00:00,"f","C",,"003","Q1020","H-006"
"B8",3/14/1965 0:00:00,"m","C",,"003","Q1020","G-543"
"S1",3/2/1966 0:00:00,"m","C",,"003","Q1020","K-411"
"2N",3/8/1967 0:00:00,"m","C",,"003","Q1020","F-548"
"i68003",3/25/1968 0:00:00,"m","C",,"003","Q1020","I-407"
"DZ",1/1/1958 0:00:00,"f","U",,"RB","Q1019","G-788"
"i59RB",3/20/1959 0:00:00,"m","U",,"RB","Q1019","I-231"
"HW",3/10/1960 0:00:00,"f","A",,"RB","Q1019","H-221"
"JR",3/10/1961 0:00:00,"f","A",,"RB","Q1019","J-886"
"OP",3/20/1962 0:00:00,"f","A",,"RB","Q1019","K-308"
"XV",3/5/1963 0:00:00,"f","A",,"RB","Q1019","K-817"
"FL",2/18/1964 0:00:00,"m","A",,"RB","Q1019","G-996"
"A5",2/26/1965 0:00:00,"f","A",,"RB","Q1019","G-414"
"i66RB",3/25/1966 0:00:00,"f","A",,"RB","Q1019","I-375"
"KW",1/1/1958 0:00:00,"f","U",,"PF","Q1018","J-989"
"i59PF",1/1/1959 0:00:00,"m","U",,"PF","Q1018","I-230"
"JN",2/11/1961 0:00:00,"m","A",,"KZ","Q1017","J-882"
"OQ",4/13/1962 0:00:00,"f","A",,"KZ","Q1017","K-309"
"YJ",4/27/1963 0:00:00,"f","A",,"KZ","Q1017","K-841"
"WY",5/14/1964 0:00:00,"f","A",,"KZ","Q1017","K-725"
"K6",4/2/1965 0:00:00,"f","A",,"KZ","Q1017","J-941"
"V1",3/11/1966 0:00:00,"f","A",,"KZ","Q1017","K-625"
"2S",4/1/1967 0:00:00,"f","A",,"KZ","Q1017","F-552"
"8P",3/11/1968 0:00:00,"f","A",,"KZ","Q1017","G-245"
"230",3/4/1969 0:00:00,"m","A",,"KZ","Q1017","F-458"
"389",2/20/1970 0:00:00,"m","A",,"KZ","Q1017","F-639"
"i71KZ",2/27/1971 0:00:00,"m","A",,"KZ","Q1017","I-583"
"BA",1/1/1957 0:00:00,"m","U",,"EW","Q1015","G-563"
"BX",1/1/1958 0:00:00,"f","U",,"EW","Q1015","G-579"
"IC",2/10/1959 0:00:00,"m","U",,"EW","Q1015","J-764"
"IE",2/25/1960 0:00:00,"f","C",,"EW","Q1015","J-766"
"NJ",3/5/1961 0:00:00,"m","C",,"EW","Q1015","K-218"
"UO",3/5/1962 0:00:00,"f","A",,"EW","Q1015","K-604"
"i63EW",2/24/1963 0:00:00,"m","C",,"EW","Q1015","I-296"
"FW",2/6/1964 0:00:00,"m","C",,"EW","Q1015","H-007"
"B3",3/2/1965 0:00:00,"m","C",,"EW","Q1015","G-497"
"i66EW",2/15/1966 0:00:00,"f","C",,"EW","Q1015","I-352"
"3X",1/24/1967 0:00:00,"f","C",,"EW","Q1015","F-671"
"i68EW",4/3/1968 0:00:00,"m","C",,"EW","Q1015","I-425"
"LH",3/4/1961 0:00:00,"f","A",,"EU","Q1014","K-069"
"UV",4/10/1962 0:00:00,"f","A",,"EU","Q1014","K-611"
"i63EU",5/2/1963 0:00:00,"m","A",,"EU","Q1014","I-295"
"FR",3/17/1964 0:00:00,"f","A",,"EU","Q1014","H-002"
"ED",1/1/1957 0:00:00,"f","U",,"EA","Q1013","G-881"
"AR",1/1/1958 0:00:00,"m","U",,"EA","Q1013","G-466"
"i60EA",3/6/1960 0:00:00,"f","E",,"EA","Q1013","I-246"
"LU",2/17/1961 0:00:00,"f","E",,"EA","Q1013","K-082"
"TC",4/1/1962 0:00:00,"m","E",,"EA","Q1013","K-556"
"XO",3/1/1963 0:00:00,"m","E",,"EA","Q1013","K-810"
"i64EA",2/20/1964 0:00:00,"m","E",,"EA","Q1013","I-304"
"I8",6/7/1965 0:00:00,"f","E",,"EA","Q1013","I-756"
"R8",4/5/1966 0:00:00,"f","E",,"EA","Q1013","K-365"
"5N",3/3/1967 0:00:00,"f","E",,"EA","Q1013","F-898"
"CG",1/1/1957 0:00:00,"f","U",,"DM","Q1012","G-676"
"CP",1/1/1958 0:00:00,"f","U",,"DM","Q1012","G-680"
"IB",3/1/1960 0:00:00,"m","G",,"DM","Q1012","J-763"
"BW",1/1/1958 0:00:00,"f","U",,"DG","Q1011","G-578"
"DH",5/15/1959 0:00:00,"m","U",,"DG","Q1011","G-777"
"E",5/30/1960 0:00:00,"f","C",,"DG","Q1011","G-789"
"DJ",6/15/1959 0:00:00,"f","U",,"CJ","Q1008","G-778"
"132",1/1/1957 0:00:00,"m","U",,"CD","Q1007","F-396"
"HD",1/1/1958 0:00:00,"f","U",,"CD","Q1007","H-205"
"i60CD",2/18/1960 0:00:00,"u","C",,"CD","Q1007","I-245"
"JK",1/25/1961 0:00:00,"f","C",,"CD","Q1007","J-879"
"TY",4/17/1962 0:00:00,"f","C",,"CD","Q1007","K-578"
"MK",3/23/1963 0:00:00,"f","C",,"CD","Q1007","K-104"
"GB",2/21/1964 0:00:00,"f","C",,"CD","Q1007","H-100"
"H3",3/14/1965 0:00:00,"f","C",,"CD","Q1007","H-152"
"AL",1/1/1957 0:00:00,"m","U",,"BU","Q1006","G-462"
"CK",1/1/1958 0:00:00,"m","U",,"BU","Q1006","G-678"
"IH",6/2/1960 0:00:00,"m","C",,"BU","Q1006","J-768"
"UA",5/9/1962 0:00:00,"f","C",,"BU","Q1006","K-590"
"i65BU",3/10/1965 0:00:00,"m","C",,"BU","Q1006","I-321"
"W6",4/13/1966 0:00:00,"f","C",,"BU","Q1006","K-698"
"AX",2/15/1959 0:00:00,"m","U",,"AW","Q1004","G-471"
"i60AW",3/9/1960 0:00:00,"m","C",,"AW","Q1004","I-244"
"LO",3/7/1961 0:00:00,"f","C",,"AW","Q1004","K-076"
"UB",3/31/1962 0:00:00,"f","C",,"AW","Q1004","K-591"
"ME",3/17/1963 0:00:00,"m","C",,"AW","Q1004","K-100"
"GN",3/2/1964 0:00:00,"m","C",,"AW","Q1004","H-111"
"OU",3/8/1965 0:00:00,"f","C",,"AW","Q1004","K-313"
"i66AW",3/10/1966 0:00:00,"m","C",,"AW","Q1004","I-343"
"4Y",1/27/1967 0:00:00,"f","C",,"AW","Q1004","F-788"
"i68AW",2/26/1968 0:00:00,"f","C",,"AW","Q1004","I-417"
"CH",1/1/1958 0:00:00,"f","U",,"AE","Q1002","G-677"
"DE",4/1/1959 0:00:00,"m","U",,"AE","Q1002","G-776"
"IJ",4/18/1960 0:00:00,"f","C",,"AE","Q1002","J-775"
"LK",4/8/1961 0:00:00,"m","C",,"AE","Q1002","K-072"
"GQ",3/17/1964 0:00:00,"m","C",,"AE","Q1002","H-114"
"L2",4/30/1965 0:00:00,"m","C",,"AE","Q1002","K-008"
"i68AE",3/24/1968 0:00:00,"m","C",,"AE","Q1002","I-413"
"IX",3/31/1961 0:00:00,"m","I",,"AD","Q1001","J-788"
"DL",1/1/1958 0:00:00,"f","U",,"AC","Q1000","G-780"
"EC",4/21/1959 0:00:00,"m","U",,"AC","Q1000","G-880"
"i60AC",3/31/1960 0:00:00,"m","F",,"AC","Q1000","I-243"
"IU",3/21/1961 0:00:00,"m","F",,"AC","Q1000","J-785"
"GW",4/18/1963 0:00:00,"m","F",,"AC","Q1000","H-120"
"ZY",4/10/1964 0:00:00,"m","F",,"AC","Q1000","K-947"
"G8",3/29/1965 0:00:00,"f","F",,"AC","Q1000","H-082"
"P7",3/17/1966 0:00:00,"m","F",,"AC","Q1000","K-326"
"1B",3/18/1967 0:00:00,"m","F",,"AC","Q1000","F-403"
"7N",3/31/1968 0:00:00,"f","F",,"AC","Q1000","G-129"
"359",3/17/1969 0:00:00,"f","F",,"AC","Q1000","F-608"
"292",2/24/1970 0:00:00,"m","F",,"AC","Q1000","F-527"
"456",4/14/1971 0:00:00,"f","F",,"AC","Q1000","F-728"
"506",4/28/1972 0:00:00,"m","F",,"AC","Q1000","F-796"
"541",4/12/1973 0:00:00,"m","F",,"AC","Q1000","C-308"
"i74AC",5/15/1974 0:00:00,"m","F",,"AC","Q1000","I-669"
"R012",1/1/1956 0:00:00,"f","U",,"087",,"K-340"
"R006",1/1/1956 0:00:00,"m","U",,"054",,"K-335"
"ES",1/1/1956 0:00:00,"m","U",,"AT",,"G-893"
"R005",1/1/1956 0:00:00,"f","U",,"060",,"K-334"
"S002",1/1/1957 0:00:00,"f","U",,"A48",,"K-388"
"S001",1/1/1957 0:00:00,"f","U",,"110",,"K-387"
"KC",1/1/1957 0:00:00,"m","U",,"DA",,"J-973"
"S010",1/1/1957 0:00:00,"m","U",,"E47",,"K-397"
"S015",1/1/1957 0:00:00,"m","U",,"60",,"K-402"
"S011",4/23/1957 0:00:00,"m","U",,"46",,"K-398"
"BJ",1/1/1958 0:00:00,"f","U",,"AT",,"G-567"
"AP",1/1/1958 0:00:00,"m","U",,"CU",,"G-465"
"DX",1/1/1958 0:00:00,"m","U",,"R003",,"G-787"
"DP",1/1/1958 0:00:00,"m","U",,"DA",,"G-781"
"CQ",1/1/1958 0:00:00,"f","U",,"057",,"G-681"
"CA",3/1/1958 0:00:00,"m","U",,"038",,"G-673"
"KT",2/10/1959 0:00:00,"m","U",,"120",,"J-986"
"HE",2/12/1959 0:00:00,"f","U",,"057",,"H-206"
"EX",2/16/1959 0:00:00,"m","U",,"059",,"G-895"
"DB",3/1/1959 0:00:00,"m","U",,"DA",,"G-773"
"i59048",3/1/1959 0:00:00,"m","U",,"048",,"I-228"
"DT",3/12/1959 0:00:00,"f","U",,"R003",,"G-784"
"KK",4/1/1959 0:00:00,"f","U",,"055",,"J-979"
"CV",4/1/1959 0:00:00,"m","U",,"CU",,"G-684"
"KR",4/27/1959 0:00:00,"f","U",,"AT",,"J-984"
"HZ",2/18/1960 0:00:00,"m","C",,"038",,"H-224"
"IN",2/24/1960 0:00:00,"f","A",,"BV",,"J-779"
"R",2/27/1960 0:00:00,"f","A",,"R013",,"K-329"
"C",3/12/1960 0:00:00,"m","C",,"46",,"G-582"
"HU",3/17/1960 0:00:00,"m","F",,"EK",,"H-219"
"A",3/18/1960 0:00:00,"f","C",,"R002",,"G-362"
"i60104",3/19/1960 0:00:00,"f","C",,"104",,"I-241"
"ND",3/21/1960 0:00:00,"f","C",,"059",,"K-212"
"IG",3/22/1960 0:00:00,"m","C",,"099",,"J-767"
"HO",3/23/1960 0:00:00,"m","A",,"R003",,"H-214"
"IK",3/23/1960 0:00:00,"f","C",,"055",,"J-776"
"O",4/2/1960 0:00:00,"m","G",,"057",,"K-234"
"D",4/20/1960 0:00:00,"m","C",,"DA",,"G-687"
"Y",4/25/1960 0:00:00,"m","E",,"118",,"K-822"
"UQ",5/4/1960 0:00:00,"f","G",,"R011",,"K-606"
"HT",5/23/1960 0:00:00,"f","G",,"R004",,"H-218"
"NH",5/30/1960 0:00:00,"f","C",,"AT",,"K-216"
"P",6/2/1960 0:00:00,"f","A",,"120",,"K-319"
"IP",6/2/1960 0:00:00,"f","G",,"CU",,"J-780"
"LI",2/13/1961 0:00:00,"f","A",,"R013",,"K-070"
"JB",2/17/1961 0:00:00,"m","A",,"BN",,"J-871"
"HY",2/21/1961 0:00:00,"f","A",,"S016",,"H-223"
"LJ",2/27/1961 0:00:00,"m","C",,"R005",,"K-071"
"JC",2/27/1961 0:00:00,"m","A",,"R003",,"J-872"
"LQ",3/5/1961 0:00:00,"f","H",,"S017",,"K-078"
"NM",3/6/1961 0:00:00,"f","C",,"055",,"K-221"
"JV",3/8/1961 0:00:00,"m","A",,"R010",,"J-890"
"JG",3/8/1961 0:00:00,"m","F",,"EK",,"J-875"
"IT",3/14/1961 0:00:00,"m","E",,"S012",,"J-784"
"IW",3/17/1961 0:00:00,"f","I",,"AA",,"J-787"
"i61059",3/19/1961 0:00:00,"f","C",,"059",,"I-251"
"i61118",3/24/1961 0:00:00,"m","E",,"118",,"I-253"
"i61S013",3/24/1961 0:00:00,"m","E",,"S013",,"I-258"
"LT",3/25/1961 0:00:00,"m","I",,"CG",,"K-081"
"NB",3/25/1961 0:00:00,"f","C",,"038",,"K-210"
"LA",3/30/1961 0:00:00,"f","A",,"S009",,"K-062"
"JW",3/31/1961 0:00:00,"m","A",,"BV",,"J-891"
"NF",4/2/1961 0:00:00,"f","C",,"DA",,"K-214"
"LR",4/19/1961 0:00:00,"f","C",,"S002",,"K-079"
"LZ",4/27/1961 0:00:00,"m","A",,"120",,"K-087"
"i61AU",5/8/1961 0:00:00,"m","C",,"AU",,"I-257"
"NE",5/10/1961 0:00:00,"m","E",,"ED",,"K-213"
"JL",5/23/1961 0:00:00,"m","C",,"099",,"J-880"
"NX",2/13/1962 0:00:00,"f","H",,"R004",,"K-231"
"YK",3/3/1962 0:00:00,"f","A",,"R013",,"K-842"
"i62BL",3/3/1962 0:00:00,"m","A",,"BL",,"I-270"
"TH",3/4/1962 0:00:00,"f","C",,"R011",,"K-561"
"i62BX",3/8/1962 0:00:00,"f","C",,"BX",,"I-272"
"i62104",3/12/1962 0:00:00,"m","C",,"104",,"I-265"
"TL",3/20/1962 0:00:00,"f","C",,"DC",,"K-565"
"i62AM",3/22/1962 0:00:00,"f","H",,"AM",,"I-269"
"i62R003",3/24/1962 0:00:00,"f","A",,"R003",,"I-273"
"TA",3/24/1962 0:00:00,"f","E",,"118",,"K-554"
"TR",3/28/1962 0:00:00,"f","C",,"BJ",,"K-571"
"i62AJ",4/1/1962 0:00:00,"f","E",,"AJ",,"I-268"
"TT",4/1/1962 0:00:00,"f","H",,"CQ",,"K-573"
"TM",4/3/1962 0:00:00,"m","C",,"DA",,"K-566"
"TZ",4/3/1962 0:00:00,"f","C",,"038",,"K-579"
"i62R010",4/4/1962 0:00:00,"m","A",,"R010",,"I-274"
"UI",4/4/1962 0:00:00,"f","A",,"AY",,"K-598"
"TV",4/4/1962 0:00:00,"f","A",,"DZ",,"K-575"
"UJ",4/7/1962 0:00:00,"m","A",,"BN",,"K-599"
"TQ",4/12/1962 0:00:00,"m","C",,"R005",,"K-570"
"TK",4/12/1962 0:00:00,"m","F",,"DL",,"K-564"
"US",4/14/1962 0:00:00,"f","C",,"KW",,"K-608"
"UW",4/16/1962 0:00:00,"f","A",,"BP",,"K-612"
"ZA",4/16/1962 0:00:00,"f","A",,"EQ",,"K-923"
"NV",4/18/1962 0:00:00,"m","H",,"S017",,"K-229"
"TF",4/18/1962 0:00:00,"m","C",,"CH",,"K-559"
"TG",4/19/1962 0:00:00,"m","F",,"EK",,"K-560"
"TB",4/20/1962 0:00:00,"m","E",,"S012",,"K-555"
"i62S013",4/21/1962 0:00:00,"f","E",,"S013",,"I-275"
"i62BV",4/25/1962 0:00:00,"m","A",,"BV",,"I-271"
"UY",4/26/1962 0:00:00,"m","A",,"120",,"K-614"
"TO",4/27/1962 0:00:00,"f","I",,"CP",,"K-568"
"TS",4/27/1962 0:00:00,"m","C",,"AU",,"K-572"
"i62015",4/27/1962 0:00:00,"m","A",,"015",,"I-260"
"i62AA",5/5/1962 0:00:00,"m","I",,"AA",,"I-267"
"NY",5/9/1962 0:00:00,"m","I",,"CU",,"K-232"
"YY",5/15/1962 0:00:00,"f","C",,"HD",,"K-856"
"UU",6/7/1962 0:00:00,"m","H",,"AH",,"K-610"
"XD",6/15/1962 0:00:00,"f","H",,"057",,"K-799"
"NQ",7/27/1962 0:00:00,"m","H",,"R002",,"K-224"
"i63055",1/23/1963 0:00:00,"m","C",,"055",,"I-278"
"XQ",1/24/1963 0:00:00,"f","A",,"S009",,"K-812"
"AT63",2/1/1963 0:00:00,"f","C",,"AT",,"G-468"
"XI",2/2/1963 0:00:00,"m","A",,"AS",,"K-804"
"i63AJ",2/4/1963 0:00:00,"f","E",,"AJ",,"I-288"
"i63DT",2/5/1963 0:00:00,"u","A",,"DT",,"I-293"
"GC",2/7/1963 0:00:00,"f","A",,"R013",,"H-101"
"XT",2/8/1963 0:00:00,"m","A",,"HJ",,"K-815"
"XU",2/10/1963 0:00:00,"f","A",,"KA",,"K-816"
"i63R003",2/10/1963 0:00:00,"m","A",,"R003",,"I-297"
"OE",2/15/1963 0:00:00,"f","E",,"ED",,"K-299"
"YQ",2/15/1963 0:00:00,"m","C",,"KS",,"K-848"
"i63104",2/15/1963 0:00:00,"f","C",,"104",,"I-285"
"XK",2/17/1963 0:00:00,"f","A",,"BY",,"K-806"
"YE",2/17/1963 0:00:00,"f","H",,"R004",,"K-836"
"i63DR",2/21/1963 0:00:00,"m","A",,"DR",,"I-292"
"YH",2/22/1963 0:00:00,"m","E",,"118",,"K-839"
"YN",2/22/1963 0:00:00,"f","C",,"DA",,"K-845"
"XL",2/25/1963 0:00:00,"m","A",,"HP",,"K-807"
"YB",3/7/1963 0:00:00,"f","F",,"EK",,"K-833"
"i63BP",3/8/1963 0:00:00,"m","A",,"BP",,"I-290"
"YL",3/8/1963 0:00:00,"f","F",,"KD",,"K-843"
"XZ",3/9/1963 0:00:00,"m","C",,"BB",,"K-821"
"YP",3/11/1963 0:00:00,"f","C",,"BX",,"K-847"
"i63DZ",3/13/1963 0:00:00,"m","A",,"DZ",,"I-294"
"i63BN",3/13/1963 0:00:00,"f","A",,"BN",,"I-289"
"YT",3/13/1963 0:00:00,"m","E",,"S013",,"K-851"
"OG",3/14/1963 0:00:00,"f","A",,"BL",,"K-301"
"MB",3/15/1963 0:00:00,"m","C",,"BJ",,"K-097"
"i63CM",3/15/1963 0:00:00,"m","H",,"CM",,"I-291"
"YM",3/15/1963 0:00:00,"f","E",,"S012",,"K-844"
"XM",3/15/1963 0:00:00,"f","C",,"038",,"K-808"
"MD",3/16/1963 0:00:00,"f","I",,"R011",,"K-099"
"UC",3/17/1963 0:00:00,"f","H",,"AM",,"K-593"
"UN",3/18/1963 0:00:00,"m","C",,"KR",,"K-603"
"MF",3/18/1963 0:00:00,"m","I",,"CS",,"K-101"
"XF",3/19/1963 0:00:00,"m","H",,"S017",,"K-801"
"MH",3/20/1963 0:00:00,"f","C",,"AU",,"K-102"
"MJ",3/22/1963 0:00:00,"f","C",,"EL",,"K-103"
"ML",3/24/1963 0:00:00,"f","C",,"HR",,"K-105"
"MM",3/25/1963 0:00:00,"m","C",,"HD",,"K-106"
"MO",3/26/1963 0:00:00,"m","A",,"AY",,"K-108"
"MP",4/8/1963 0:00:00,"f","A",,"EQ",,"K-109"
"MQ",4/9/1963 0:00:00,"f","H",,"CU",,"K-110"
"MT",4/15/1963 0:00:00,"f","C",,"CH",,"K-113"
"MV",4/15/1963 0:00:00,"f","A",,"015",,"K-114"
"ON",4/16/1963 0:00:00,"m","A",,"R010",,"K-307"
"YI",5/2/1963 0:00:00,"f","I",,"AA",,"K-840"
"WO",5/10/1963 0:00:00,"f","F",,"DL",,"K-716"
"ZV",5/24/1963 0:00:00,"f","H",,"HE",,"K-944"
"YX",7/11/1963 0:00:00,"f","C",,"S002",,"K-855"
"i64R011",1/15/1964 0:00:00,"m","C",,"R011",,"I-307"
"ZG",1/22/1964 0:00:00,"f","C",,"R005",,"K-929"
"ZT",1/27/1964 0:00:00,"f","C",,"DC",,"K-942"
"FK",1/31/1964 0:00:00,"m","H",,"R004",,"G-995"
"FE",2/1/1964 0:00:00,"f","H",,"AH",,"G-989"
"ZK",2/1/1964 0:00:00,"m","C",,"IE",,"K-933"
"GD",2/3/1964 0:00:00,"m","A",,"R",,"H-102"
"WI",2/5/1964 0:00:00,"f","A",,"R013",,"K-710"
"ZW",2/5/1964 0:00:00,"m","I",,"CP",,"K-945"
"FO",2/5/1964 0:00:00,"m","C",,"KK",,"G-999"
"ZN",2/6/1964 0:00:00,"m","H",,"057",,"K-936"
"WS",2/6/1964 0:00:00,"m","H",,"AM",,"K-720"
"FT",2/6/1964 0:00:00,"m","A",,"DT",,"H-004"
"ZU",2/7/1964 0:00:00,"f","C",,"AU",,"K-943"
"WG",2/7/1964 0:00:00,"f","A",,"BV",,"K-708"
"i64055",2/7/1964 0:00:00,"u","C",,"055",,"I-299"
"GK",2/8/1964 0:00:00,"f","A",,"BN",,"H-109"
"GG",2/8/1964 0:00:00,"f","C",,"HD",,"H-105"
"WR",2/10/1964 0:00:00,"f","A",,"HB",,"K-719"
"C7",2/12/1964 0:00:00,"f","A",,"R003",,"G-647"
"WL",2/18/1964 0:00:00,"m","C",,"EL",,"K-713"
"i64HR",2/18/1964 0:00:00,"m","C",,"HR",,"I-305"
"i64S013",2/19/1964 0:00:00,"m","E",,"S013",,"I-308"
"i64104",2/20/1964 0:00:00,"m","C",,"104",,"I-300"
"FD",2/20/1964 0:00:00,"m","F",,"EK",,"G-988"
"ZZ",2/21/1964 0:00:00,"m","H",,"CQ",,"K-948"
"FG",2/21/1964 0:00:00,"m","C",,"AS",,"G-991"
"WZ",2/21/1964 0:00:00,"f","C",,"NI",,"K-726"
"ZL",2/21/1964 0:00:00,"f","C",,"BX",,"K-934"
"OL",2/25/1964 0:00:00,"m","C",,"DJ",,"K-306"
"ZD",2/25/1964 0:00:00,"m","A",,"KH",,"K-926"
"i64NF",2/25/1964 0:00:00,"m","C",,"NF",,"I-306"
"FY",2/27/1964 0:00:00,"f","C",,"LN",,"H-009"
"ZP",2/28/1964 0:00:00,"m","A",,"IV",,"K-938"
"OA",2/28/1964 0:00:00,"f","C",,"DA",,"K-296"
"GX",2/28/1964 0:00:00,"m","A",,"015",,"H-121"
"FS",3/2/1964 0:00:00,"m","C",,"KR",,"H-003"
"ZC",3/2/1964 0:00:00,"m","A",,"BL",,"K-925"
"GO",3/2/1964 0:00:00,"m","A",,"Z",,"H-112"
